Date,AAPL,MSFT,TSLA,NVDA,^GSPC,^IXIC
2020-03-17,61.36381912231445,140.29371643066406,28.68000030517578,5.411811351776123,2529.18994140625,7334.77978515625
2020-03-18,59.86163330078125,134.3878631591797,24.08133316040039,5.051886081695557,2398.10009765625,6989.83984375
2020-03-19,59.40297317504883,136.5989990234375,28.50933265686035,5.3047051429748535,2409.389892578125,7150.580078125
2020-03-20,55.631744384765625,131.46852111816406,28.50200080871582,5.124868392944336,2304.919921875,6879.52001953125
2020-03-23,54.44989776611328,130.1571807861328,28.952667236328125,5.297731876373291,2237.39990234375,6860.669921875
2020-03-24,59.912593841552734,141.9879150390625,33.66666793823242,6.2066330909729,2447.330078125,7417.85986328125
2020-03-25,59.58255386352539,140.6287078857422,35.95000076293945,6.117960453033447,2475.56005859375,7384.2998046875
2020-03-26,62.71796798706055,149.42515563964844,35.21066665649414,6.407393932342529,2630.070068359375,7797.5400390625
2020-03-27,60.12130355834961,143.28965759277344,34.29066848754883,6.29505729675293,2541.469970703125,7502.3798828125
2020-03-30,61.8370475769043,153.36875915527344,33.47533416748047,6.615376949310303,2626.64990234375,7774.14990234375
2020-03-31,61.71084976196289,150.95668029785156,34.93333435058594,6.565809726715088,2584.590087890625,7700.10009765625
2020-04-01,58.46379852294922,145.59645080566406,32.104000091552734,6.054442882537842,2470.5,7360.580078125
2020-04-02,59.43937683105469,148.611572265625,30.29800033569336,6.363306522369385,2526.89990234375,7487.31005859375
2020-04-03,58.585147857666016,147.24282836914062,32.000667572021484,6.0753655433654785,2488.64990234375,7373.080078125
2020-04-06,63.69595718383789,158.1929168701172,34.41600036621094,6.68536901473999,2663.679931640625,7913.240234375
2020-04-07,62.95823287963867,156.48915100097656,36.36333465576172,6.451977729797363,2659.409912109375,7887.259765625
2020-04-08,64.56962585449219,158.05892944335938,36.589332580566406,6.649251937866211,2749.97998046875,8090.89990234375
2020-04-09,65.03555297851562,158.06854248046875,38.20000076293945,6.549618244171143,2789.820068359375,8153.580078125
2020-04-13,66.31204223632812,158.42266845703125,43.39666748046875,6.721485614776611,2761.6298828125,8192.419921875
2020-04-14,69.66100311279297,166.26193237304688,47.32600021362305,7.072691917419434,2846.06005859375,8515.740234375
2020-04-15,69.02519989013672,164.51986694335938,48.65533447265625,6.9952263832092285,2783.360107421875,8393.1796875
2020-04-16,69.57364654541016,169.4589385986328,49.680667877197266,7.340455055236816,2799.550048828125,8532.3603515625
2020-04-17,68.62963104248047,170.9521484375,50.259334564208984,7.2811737060546875,2874.56005859375,8650.1396484375
2020-04-20,67.2051010131836,167.56370544433594,49.75733184814453,7.149907112121582,2823.159912109375,8560.73046875
2020-04-21,65.12775421142578,160.6337432861328,45.781333923339844,6.713016986846924,2736.56005859375,8263.23046875
2020-04-22,67.00369262695312,166.0896453857422,48.807334899902344,7.127490520477295,2799.31005859375,8495.3798828125
2020-04-23,66.74401092529297,164.0795440673828,47.04199981689453,7.0741868019104,2797.800048828125,8494.75
2020-04-24,68.67089080810547,167.0755157470703,48.34333419799805,7.213173866271973,2836.739990234375,8634.51953125
2020-04-27,68.71942138671875,166.59695434570312,53.25,7.39973783493042,2878.47998046875,8730.16015625
2020-04-28,67.60551452636719,162.53851318359375,51.27466583251953,7.257261276245117,2863.389892578125,8607.73046875
2020-04-29,69.82605743408203,169.83221435546875,53.367332458496094,7.434110641479492,2939.510009765625,8914.7099609375
2020-04-30,71.29911041259766,171.5360107421875,52.12533187866211,7.280177116394043,2912.429931640625,8889.5498046875
2020-05-01,70.15123748779297,167.09469604492188,46.75466537475586,7.043548107147217,2830.7099609375,8604.9501953125
2020-05-04,71.14378356933594,171.18186950683594,50.74599838256836,7.255518913269043,2842.739990234375,8710.7099609375
2020-05-05,72.21156311035156,173.01963806152344,51.2140007019043,7.316544055938721,2868.43994140625,8809.1201171875
2020-05-06,72.95660400390625,174.723388671875,52.172000885009766,7.417422294616699,2848.419921875,8854.3896484375
2020-05-07,73.71131896972656,175.73800659179688,52.00266647338867,7.593772888183594,2881.18994140625,8979.66015625
2020-05-08,75.46577453613281,176.7717742919922,54.62799835205078,7.783822059631348,2929.800048828125,9121.3203125
2020-05-11,76.65325927734375,178.74354553222656,54.08599853515625,8.035893440246582,2930.18994140625,9192.33984375
2020-05-12,75.77725982666016,174.69473266601562,53.96066665649414,7.773859024047852,2870.1201171875,9002.5498046875
2020-05-13,74.8623046875,172.05288696289062,52.73066711425781,7.75144100189209,2820.0,8863.169921875
2020-05-14,75.32221984863281,172.79945373535156,53.55533218383789,8.001021385192871,2852.5,8943.7197265625
2020-05-15,74.87691497802734,175.31686401367188,53.27799987792969,8.459585189819336,2863.699951171875,9014.5595703125
2020-05-18,76.64109802246094,176.9918975830078,54.242000579833984,8.718130111694336,2953.909912109375,9234.830078125
2020-05-19,76.19822692871094,175.76669311523438,53.867332458496094,8.773176193237305,2922.93994140625,9185.099609375
2020-05-20,77.68013000488281,178.20474243164062,54.37066650390625,8.93707275390625,2971.610107421875,9375.7802734375
2020-05-21,77.10099792480469,176.0642852783203,55.17333221435547,8.743038177490234,2948.510009765625,9284.8798828125
2020-05-22,77.59738159179688,176.1410675048828,54.45866775512695,8.993117332458496,2955.449951171875,9324.58984375
2020-05-26,77.0718002319336,174.2790069580078,54.591331481933594,8.685750007629395,2991.77001953125,9340.2197265625
2020-05-27,77.4075927734375,174.50930786132812,54.68199920654297,8.493955612182617,3036.1298828125,9412.3603515625
2020-05-28,77.4416732788086,174.11578369140625,53.72066879272461,8.455845832824707,3029.72998046875,9368.990234375
2020-05-29,77.3662338256836,175.89149475097656,55.66666793823242,8.842921257019043,3044.31005859375,9489.8701171875
2020-06-01,78.31767272949219,175.48837280273438,59.87333297729492,8.77392292022705,3055.72998046875,9552.0498046875
2020-06-02,78.68023681640625,177.48484802246094,58.770668029785156,8.792854309082031,3080.820068359375,9608.3798828125
2020-06-03,79.11335754394531,177.916748046875,58.86399841308594,8.737308502197266,3122.8701171875,9682.91015625
2020-06-04,78.43204498291016,175.5747528076172,57.62533187866211,8.738306999206543,3112.35009765625,9615.8095703125
2020-06-05,80.66587829589844,179.68292236328125,59.04399871826172,8.891312599182129,3193.929931640625,9814.080078125
2020-06-08,81.14279174804688,180.79632568359375,63.327999114990234,8.77668285369873,3232.389892578125,9924.75
2020-06-09,83.70512390136719,182.1785125732422,62.711334228515625,9.016907691955566,3207.179931640625,9953.75
2020-06-10,85.85865783691406,188.93582153320312,68.336669921875,9.336625099182129,3190.139892578125,10020.349609375
2020-06-11,81.73654174804688,178.79026794433594,64.85600280761719,8.767959594726562,3002.10009765625,9492.73046875
2020-06-12,82.44221496582031,180.20120239257812,62.35200119018555,8.90377140045166,3041.31005859375,9588.8095703125
2020-06-15,83.46180725097656,181.35301208496094,66.05999755859375,9.144248008728027,3066.590087890625,9726.01953125
2020-06-16,85.67372131347656,185.79714965820312,65.47533416748047,9.039335250854492,3124.739990234375,9895.8701171875
2020-06-17,85.55447387695312,186.44020080566406,66.11933135986328,9.206295013427734,3113.489990234375,9910.5302734375
2020-06-18,85.58856201171875,188.4366912841797,66.9306640625,9.188356399536133,3115.340087890625,9943.0498046875
2020-06-19,85.09944152832031,187.3136444091797,66.72666931152344,9.231463432312012,3097.739990234375,9946.1201171875
2020-06-22,87.32598876953125,192.5160369873047,66.28800201416016,9.496109962463379,3117.860107421875,10056.48046875
2020-06-23,89.18992614746094,193.8022003173828,66.78533172607422,9.419608116149902,3131.2900390625,10131.3701171875
2020-06-24,87.61554718017578,189.89566040039062,64.0566635131836,9.205798149108887,3050.330078125,9909.169921875
2020-06-25,88.7786865234375,192.29525756835938,65.73200225830078,9.459477424621582,3083.760009765625,10017.0
2020-06-26,86.0509033203125,188.4462890625,63.982666015625,9.125557899475098,3009.050048828125,9757.2197265625
2020-06-29,88.0340805053711,190.47152709960938,67.29000091552734,9.170413970947266,3053.239990234375,9874.150390625
2020-06-30,88.76897430419922,195.3379364013672,71.98733520507812,9.467202186584473,3100.2900390625,10058.76953125
2020-07-01,88.6010513305664,196.4801483154297,74.64199829101562,9.499350547790527,3115.860107421875,10154.6298828125
2020-07-02,88.6010513305664,197.97755432128906,80.57733154296875,9.581335067749023,3130.010009765625,10207.6298828125
2020-07-06,90.97113800048828,202.23922729492188,91.43866729736328,9.80760383605957,3179.719970703125,10433.650390625
2020-07-07,90.68888092041016,199.8876495361328,92.65733337402344,9.840002059936523,3145.320068359375,10343.8896484375
2020-07-08,92.80101776123047,204.28372192382812,91.05867004394531,10.183144569396973,3169.93994140625,10492.5
2020-07-09,93.20011138916016,205.71388244628906,92.9520034790039,10.475200653076172,3152.050048828125,10547.75
2020-07-10,93.36314392089844,205.08998107910156,102.97666931152344,10.445548057556152,3185.0400390625,10617.4404296875
2020-07-13,92.93243408203125,198.7550048828125,99.80400085449219,10.019920349121094,3155.219970703125,10390.83984375
2020-07-14,94.4703369140625,199.9835968017578,101.12000274658203,10.343626022338867,3197.52001953125,10488.580078125
2020-07-15,95.1200180053711,199.68606567382812,103.06732940673828,10.194356918334961,3226.56005859375,10550.490234375
2020-07-16,93.94957733154297,195.7314910888672,100.04266357421875,10.102158546447754,3215.570068359375,10473.830078125
2020-07-17,93.759765625,194.73326110839844,100.05599975585938,10.16869068145752,3224.72998046875,10503.1904296875
2020-07-20,95.73564910888672,203.1031036376953,109.53333282470703,10.476946830749512,3251.840087890625,10767.08984375
2020-07-21,94.41436767578125,200.3675537109375,104.55733489990234,10.295282363891602,3257.300048828125,10680.3603515625
2020-07-22,94.67960357666016,203.2470703125,106.15533447265625,10.405179977416992,3276.02001953125,10706.1298828125
2020-07-23,90.37010955810547,194.40692138671875,100.87133026123047,10.09717082977295,3235.659912109375,10461.419921875
2020-07-24,90.146240234375,193.2166748046875,94.46666717529297,10.161712646484375,3215.6298828125,10363.1796875
2020-07-27,92.28272247314453,195.66432189941406,102.63999938964844,10.387984275817871,3239.409912109375,10536.26953125
2020-07-28,90.76673126220703,193.90777587890625,98.43267059326172,10.182644844055176,3218.43994140625,10402.08984375
2020-07-29,92.50658416748047,195.86590576171875,99.94066619873047,10.431842803955078,3258.43994140625,10542.9404296875
2020-07-30,93.62594604492188,195.7122802734375,99.16600036621094,10.579865455627441,3246.219970703125,10587.8095703125
2020-07-31,103.4275131225586,196.7777099609375,95.38400268554688,10.580612182617188,3271.1201171875,10745.26953125
2020-08-03,106.03363800048828,207.8447265625,99.0,10.974838256835938,3294.610107421875,10902.7998046875
2020-08-04,106.74175262451172,204.7252197265625,99.13333129882812,11.19163990020752,3306.510009765625,10941.169921875
2020-08-05,107.128662109375,204.38926696777344,99.00133514404297,11.25045108795166,3327.77001953125,10998.400390625
2020-08-06,110.86629486083984,207.66238403320312,99.30533599853516,11.299043655395508,3349.159912109375,11108.0703125
2020-08-07,108.34567260742188,203.94776916503906,96.84733581542969,11.163481712341309,3351.280029296875,11010.98046875
2020-08-10,109.92045593261719,199.8876495361328,94.57133483886719,11.129091262817383,3360.469970703125,10968.3603515625
2020-08-11,106.65142059326172,195.21324157714844,91.6259994506836,10.815107345581055,3333.68994140625,10782.8203125
2020-08-12,110.1959228515625,200.78985595703125,103.65066528320312,11.403458595275879,3380.35009765625,11012.240234375
2020-08-13,112.14611053466797,200.31956481933594,108.06666564941406,11.406198501586914,3373.429931640625,11042.5
2020-08-14,112.04615783691406,200.5115203857422,110.04733276367188,11.52680778503418,3372.85009765625,11019.2998046875
2020-08-17,111.75363159179688,201.83609008789062,122.3759994506836,12.297322273254395,3381.989990234375,11129.73046875
2020-08-18,112.68485260009766,202.9975128173828,125.80599975585938,12.22131633758545,3389.780029296875,11210.83984375
2020-08-19,112.82623291015625,201.7659454345703,125.23533630371094,12.099464416503906,3374.85009765625,11146.4599609375
2020-08-20,115.32980346679688,206.46133422851562,133.45533752441406,12.101953506469727,3385.510009765625,11264.9501953125
2020-08-21,121.27302551269531,204.96035766601562,136.6653289794922,12.642709732055664,3397.159912109375,11311.7998046875
2020-08-24,122.72349548339844,205.60498046875,134.27999877929688,12.679340362548828,3431.280029296875,11379.7197265625
2020-08-25,121.71670532226562,208.27978515625,134.8893280029297,12.70899486541748,3443.6201171875,11466.4697265625
2020-08-26,123.37191772460938,212.78274536132812,143.54466247558594,12.731921195983887,3478.72998046875,11665.0595703125
2020-08-27,121.89708709716797,218.0072784423828,149.25,12.587638854980469,3484.550048828125,11625.33984375
2020-08-28,121.69963836669922,220.24913024902344,147.55999755859375,13.105464935302734,3508.010009765625,11695.6298828125
2020-08-31,125.82674407958984,216.99703979492188,166.10667419433594,13.331487655639648,3500.31005859375,11775.4599609375
2020-09-01,130.83876037597656,218.6711883544922,158.35000610351562,13.780673027038574,3526.64990234375,11939.669921875
2020-09-02,128.1279754638672,222.8854522705078,149.1233367919922,14.30463981628418,3580.840087890625,12056.4404296875
2020-09-03,117.86993408203125,209.07839965820312,135.6666717529297,12.977521896362305,3455.06005859375,11458.099609375
2020-09-04,117.94794464111328,206.143798828125,139.44000244140625,12.585671424865723,3426.9599609375,11313.1298828125
2020-09-08,110.0106201171875,194.99229431152344,110.06999969482422,11.878240585327148,3331.840087890625,10847.6904296875
2020-09-09,114.39856719970703,203.2957763671875,122.09333038330078,12.677898406982422,3398.9599609375,11141.5595703125
2020-09-10,110.6639633178711,197.59974670410156,123.77999877929688,12.275824546813965,3339.18994140625,10919.58984375
2020-09-11,109.21105194091797,196.3104705810547,124.23999786376953,12.129003524780273,3340.969970703125,10853.5498046875
2020-09-14,112.48739624023438,197.63827514648438,139.8733367919922,12.83469009399414,3383.5400390625,11056.650390625
2020-09-15,112.66289520263672,200.88076782226562,149.9199981689453,12.953094482421875,3401.199951171875,11190.3203125
2020-09-16,109.33782196044922,197.29188537597656,147.25332641601562,12.477985382080078,3385.489990234375,11050.4697265625
2020-09-17,107.59239959716797,195.23287963867188,141.14332580566406,12.427133560180664,3357.010009765625,10910.2802734375
2020-09-18,104.1795425415039,192.80819702148438,147.38333129882812,12.15368366241455,3319.469970703125,10793.2802734375
2020-09-21,107.33885955810547,194.87686157226562,149.79666137695312,12.480727195739746,3281.06005859375,10778.7998046875
2020-09-22,109.02580261230469,199.57225036621094,141.41000366210938,12.600873947143555,3315.570068359375,10963.6396484375
2020-09-23,104.45259094238281,193.0006103515625,126.78666687011719,12.088375091552734,3236.919921875,10632.990234375
2020-09-24,105.52520751953125,195.5022430419922,129.26333618164062,12.311971664428711,3246.590087890625,10672.26953125
2020-09-25,109.48406982421875,199.95704650878906,135.77999877929688,12.836186408996582,3298.4599609375,10913.5595703125
2020-09-28,112.09735870361328,201.51580810546875,140.39999389648438,12.996963500976562,3351.60009765625,11117.5302734375
2020-09-29,111.2490005493164,199.41827392578125,139.69000244140625,13.18716049194336,3335.469970703125,11085.25
2020-09-30,112.92617797851562,202.3721160888672,143.00332641601562,13.491020202636719,3363.0,11167.509765625
2020-10-01,113.88179779052734,204.4215545654297,149.3866729736328,13.574774742126465,3380.800048828125,11326.509765625
2020-10-02,110.20565032958984,198.38877868652344,138.3633270263672,13.024136543273926,3348.419921875,11075.01953125
2020-10-05,113.59900665283203,202.42025756835938,141.89332580566406,13.602694511413574,3408.60009765625,11332.490234375
2020-10-06,110.3421630859375,198.119384765625,137.9933319091797,13.696418762207031,3360.969970703125,11154.599609375
2020-10-07,112.21436309814453,201.8910675048828,141.76666259765625,13.923254013061523,3419.43994140625,11364.599609375
2020-10-08,112.10709381103516,202.6126708984375,141.97332763671875,13.798370361328125,3446.830078125,11420.98046875
2020-10-09,114.05731201171875,207.644775390625,144.6666717529297,13.722591400146484,3477.139892578125,11579.9404296875
2020-10-12,121.30228424072266,213.02330017089844,147.43333435058594,14.184490203857422,3534.219970703125,11876.259765625
2020-10-13,118.0844497680664,214.4280242919922,148.88333129882812,14.206674575805664,3511.929931640625,11863.900390625
2020-10-14,118.17222595214844,212.50367736816406,153.76666259765625,14.054121017456055,3488.669921875,11768.73046875
2020-10-15,117.70417022705078,211.34912109375,149.6266632080078,13.929237365722656,3483.340087890625,11713.8701171875
2020-10-16,116.05624389648438,211.34912109375,146.55667114257812,13.771200180053711,3483.81005859375,11671.5595703125
2020-10-19,113.09195709228516,206.11492919921875,143.61000061035156,13.458364486694336,3426.919921875,11478.8798828125
2020-10-20,114.58385467529297,206.52865600585938,140.64666748046875,13.605683326721191,3443.1201171875,11516.490234375
2020-10-21,113.95978546142578,206.67298889160156,140.8800048828125,13.485285758972168,3435.56005859375,11484.6904296875
2020-10-22,112.86768341064453,206.75961303710938,141.92999267578125,13.322015762329102,3453.489990234375,11506.009765625
2020-10-23,112.17536163330078,208.04888916015625,140.2100067138672,13.550594329833984,3465.389892578125,11548.2802734375
2020-10-26,112.18511962890625,202.13157653808594,140.0933380126953,13.1029052734375,3400.969970703125,11358.9404296875
2020-10-27,113.6965103149414,205.18162536621094,141.55999755859375,13.357660293579102,3390.679931640625,11431.349609375
2020-10-28,108.43098449707031,195.0115509033203,135.33999633789062,12.590156555175781,3271.030029296875,11004.8701171875
2020-10-29,112.4483871459961,196.97439575195312,136.94332885742188,12.985998153686523,3310.110107421875,11185.58984375
2020-10-30,106.14923858642578,194.8094940185547,129.34666442871094,12.497427940368652,3269.9599609375,10911.58984375
2020-11-02,106.06148529052734,194.67478942871094,133.50332641601562,12.544041633605957,3310.239990234375,10957.6103515625
2020-11-03,107.68989562988281,198.61964416503906,141.3000030517578,12.981511116027832,3369.159912109375,11160.5703125
2020-11-04,112.08760833740234,208.20286560058594,140.32666015625,13.753999710083008,3443.43994140625,11590.7802734375
2020-11-05,116.06600952148438,214.84176635742188,146.02999877929688,14.118680953979492,3510.449951171875,11890.9296875
2020-11-06,115.93414306640625,215.25550842285156,143.31666564941406,14.519508361816406,3509.43994140625,11895.23046875
2020-11-09,113.6191635131836,210.12713623046875,140.4199981689453,13.590977668762207,3550.5,11713.7802734375
2020-11-10,113.27729797363281,203.02639770507812,136.7866668701172,12.732738494873047,3545.530029296875,11553.8603515625
2020-11-11,116.71556091308594,208.35679626464844,139.0433349609375,13.378849983215332,3572.659912109375,11786.4296875
2020-11-12,116.44207763671875,207.2887725830078,137.25332641601562,13.417486190795898,3537.010009765625,11709.58984375
2020-11-13,116.49091339111328,208.31829833984375,136.1666717529297,13.258201599121094,3585.14990234375,11829.2900390625
2020-11-16,117.50676727294922,209.01104736328125,136.02999877929688,13.475813865661621,3626.909912109375,11924.1298828125
2020-11-17,116.61788177490234,206.34588623046875,147.20333862304688,13.383086204528809,3609.530029296875,11899.33984375
2020-11-18,115.28946685791016,203.6254425048828,162.2133331298828,13.389567375183105,3567.7900390625,11801.599609375
2020-11-19,115.88529968261719,204.9181365966797,166.42333984375,13.401034355163574,3581.8701171875,11904.7099609375
2020-11-20,114.6155014038086,202.9598388671875,163.20333862304688,13.049561500549316,3557.5400390625,11854.9697265625
2020-11-23,111.20652770996094,202.689697265625,173.9499969482422,13.101659774780273,3577.590087890625,11880.6298828125
2020-11-24,112.4958724975586,206.3072509765625,185.1266632080078,12.919940948486328,3635.409912109375,12036.7900390625
2020-11-25,113.3359146118164,206.31692504882812,191.3333282470703,13.196131706237793,3629.64990234375,12094.400390625
2020-11-27,113.8829116821289,207.6288604736328,195.25332641601562,13.222556114196777,3638.35009765625,12205.849609375
2020-11-30,116.28578186035156,206.50987243652344,189.1999969482422,13.362395286560059,3621.6298828125,12198.740234375
2020-12-01,119.87057495117188,208.57431030273438,194.9199981689453,13.350929260253906,3662.449951171875,12355.1103515625
2020-12-02,120.22220611572266,207.76394653320312,189.60667419433594,13.50497817993164,3669.010009765625,12349.3701171875
2020-12-03,120.0854721069336,206.67385864257812,197.7933349609375,13.360859870910645,3666.719970703125,12377.1796875
2020-12-04,119.41148376464844,206.78964233398438,199.67999267578125,13.522685050964355,3699.1201171875,12464.23046875
2020-12-07,120.87666320800781,206.7220916748047,213.9199981689453,13.57105541229248,3691.9599609375,12519.9501953125
2020-12-08,121.49202728271484,208.38134765625,216.6266632080078,13.314980506896973,3702.25,12582.76953125
2020-12-09,118.95238494873047,204.32003784179688,201.4933319091797,12.896828651428223,3672.820068359375,12338.9501953125
2020-12-10,120.37849426269531,203.08522033691406,209.02333068847656,12.938220977783203,3668.10009765625,12405.8095703125
2020-12-11,119.56776428222656,205.72845458984375,203.3300018310547,12.97911262512207,3663.4599609375,12377.8701171875
2020-12-14,118.95238494873047,206.63526916503906,213.27667236328125,13.273837089538574,3647.489990234375,12440.0400390625
2020-12-15,124.91075897216797,206.5677490234375,211.0833282470703,13.325451850891113,3694.6201171875,12595.0595703125
2020-12-16,124.8423843383789,211.53585815429688,207.58999633789062,13.20776081085205,3701.169921875,12658.1904296875
2020-12-17,125.71173095703125,211.6709442138672,218.63333129882812,13.306253433227539,3722.47998046875,12764.75
2020-12-18,123.71910095214844,210.8702392578125,231.6666717529297,13.237184524536133,3709.409912109375,12755.6396484375
2020-12-21,125.25262451171875,214.72898864746094,216.6199951171875,13.29727554321289,3694.919921875,12742.51953125
2020-12-22,128.81788635253906,216.03126525878906,213.44667053222656,13.243416786193848,3687.260009765625,12807.919921875
2020-12-23,127.91926574707031,213.21438598632812,215.32666015625,12.975122451782227,3690.010009765625,12771.1103515625
2020-12-24,128.90577697753906,214.88328552246094,220.58999633789062,12.959662437438965,3703.06005859375,12804.73046875
2020-12-28,133.51620483398438,217.01524353027344,221.22999572753906,12.866159439086914,3735.360107421875,12899.419921875
2020-12-29,131.7384490966797,216.23387145996094,221.99667358398438,12.909296989440918,3727.0400390625,12850.2197265625
2020-12-30,130.61514282226562,213.8511505126953,231.5933380126953,13.111265182495117,3732.0400390625,12870.0
2020-12-31,129.6090850830078,214.5649871826172,235.22332763671875,13.020751953125,3756.070068359375,12888.2802734375
2021-01-04,126.40523529052734,210.00204467773438,243.2566680908203,13.07909870147705,3700.64990234375,12698.4501953125
2021-01-05,127.96807861328125,210.20457458496094,245.0366668701172,13.369585037231445,3726.860107421875,12818.9599609375
2021-01-06,123.66045379638672,204.75413513183594,251.9933319091797,12.581409454345703,3748.139892578125,12740.7900390625
2021-01-07,127.88017272949219,210.58079528808594,272.0133361816406,13.308993339538574,3803.7900390625,13067.48046875
